CourseId,CourseName,GPA,NeuId,Plagiarism,Retake,Term,Year
CS 5200,Database Management Systems,3.92,189,No,No,FALL,2016
CS 6240,Large-Scale Parallel Data Processing,3.59,189,No,No,SPRING,2016
CS 5340,Computer/Human Interaction,3.69,189,No,No,SPRING,2016
CS 6200,Information Retrieval,3.69,189,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.44,190,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.44,190,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.74,190,No,No,FALL,2015
CS 5006,Algorithms,3.42,190,No,No,FALL,2015
CS 5007,Computer Systems,3.36,190,No,No,FALL,2015
CS 6310,Computational Imaging,3.33,190,No,No,FALL,2015
CS 7270,Seminar in Database Systems,3.6,190,No,No,SPRING,2015
CS 7805,Theory of Computation,3.44,190,No,No,SPRING,2015
CS 7870,Seminar in Theoretical Computer Science,3.49,190,No,No,FALL,2015
CS 5310,Computer Graphics,3.72,190,No,No,FALL,2015
CS 7170,Seminar in Artificial Intelligence,3.69,190,No,No,SPRING,2015
CS 6515,Software Development,3.46,190,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.6,191,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.5,191,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.42,191,No,No,SPRING,2017
CS 5006,Algorithms,3.54,191,No,No,SPRING,2017
CS 5007,Computer Systems,3.58,191,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.7,192,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.64,192,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.67,192,No,No,FALL,2017
CS 5006,Algorithms,3.37,192,No,No,FALL,2017
CS 5007,Computer Systems,3.13,192,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.53,193,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.26,193,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.34,193,No,No,FALL,2017
CS 5006,Algorithms,3.5,193,No,No,SPRING,2017
CS 5007,Computer Systems,3.45,193,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.52,194,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.58,194,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.53,194,No,No,FALL,2016
CS 5006,Algorithms,3.46,194,No,No,FALL,2016
CS 5007,Computer Systems,3.26,194,No,No,FALL,2016
CS 5650,High Performance Computing,3.77,194,No,No,SPRING,2016
CS 7170,Seminar in Artificial Intelligence,3.47,194,No,No,SPRING,2016
CS 6520,Methods of Software Development,3.51,194,No,No,FALL,2016
CS 6530,Analysis of Software Artifacts,3.6,194,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.46,195,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.73,195,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.52,195,No,No,FALL,2017
CS 5006,Algorithms,3.17,195,No,No,FALL,2017
CS 5007,Computer Systems,3.4,195,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.55,196,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.49,196,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.74,196,No,No,SPRING,2016
CS 5006,Algorithms,3.3,196,No,No,SPRING,2016
CS 5007,Computer Systems,3.27,196,No,No,SPRING,2016
CS 6650,Building Scalable Distributed Systems,3.34,196,No,No,SPRING,2016
CS 6535,Engineering Reliable Software,3.38,196,No,No,FALL,2016
CS 6520,Methods of Software Development,3.24,196,No,No,FALL,2016
CS 7580,Special Topics in Software Engineering,3.53,196,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.38,197,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.72,197,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.63,197,No,No,SPRING,2015
CS 5006,Algorithms,3.34,197,No,No,SPRING,2015
CS 5007,Computer Systems,3.19,197,No,No,FALL,2015
CS 8982,Readings,3.29,197,No,No,FALL,2015
CS 8674,Master’s Project,3.45,197,No,No,SPRING,2015
CS 5750,Social Computing,3.56,197,No,No,SPRING,2015
CS 5400,Principles of Programming Language,3.57,197,No,No,FALL,2015
CS 5770,Software Vulnerabilities and Security,3.5,197,No,No,FALL,2015
CS 5700,Fundamentals of Computer Networking,3.37,197,No,No,FALL,2015
CS 5600,Computer Systems,3.38,197,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.58,198,No,No,SPRING,2014
CS 5002,Discrete and Data Structures,3.6,198,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.43,198,No,No,SPRING,2014
CS 5006,Algorithms,3.49,198,No,No,SPRING,2014
CS 5007,Computer Systems,3.32,198,No,No,SPRING,2014
CS 6540,Foundations of Formal Methods and Software Analysis,3.65,198,No,No,FALL,2014
CS 6610,Parallel Computing,3.36,198,No,No,SPRING,2014
CS 6220,Data Mining Techniques,3.43,198,No,No,FALL,2014
CS 5335,Robotic Science and Systems,3.63,198,No,No,SPRING,2014
CS 6710,Wireless Network,3.43,198,No,No,FALL,2014
CS 6310,Computational Imaging,3.73,198,No,No,SPRING,2014
CS 6350,Empirical Research Methods,3.49,198,No,No,SPRING,2014
CS 5001,Intensive Foundations of CS,3.31,199,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.86,199,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.41,199,No,No,SPRING,2015
CS 5006,Algorithms,3.56,199,No,No,SPRING,2015
CS 5007,Computer Systems,3.7,199,No,No,FALL,2015
CS 7805,Theory of Computation,3.56,199,No,No,SPRING,2015
CS 7570,Seminar in Software Development,3.68,199,No,No,SPRING,2015
CS 7370,Seminar in Graphics/Image Processing,3.32,199,No,No,FALL,2015
CS 7470,Seminar in Programming Languages,3.54,199,No,No,FALL,2015
CS 5750,Social Computing,3.61,199,No,No,FALL,2015
CS 7780,Special Topics in Networks,3.64,199,No,No,FALL,2015
CS 6610,Parallel Computing,3.51,199,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.49,200,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.38,200,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.63,200,No,No,SPRING,2016
CS 5006,Algorithms,3.3,200,No,No,SPRING,2016
CS 5007,Computer Systems,3.56,200,No,No,SPRING,2016
CS 6810,Distributed Algorithms,3.65,200,No,No,SPRING,2016
CS 6740,Network Security,3.43,200,No,No,SPRING,2016
CS 6200,Information Retrieval,3.4,200,No,No,SPRING,2016
CS 5330,Pattern Recognition and Computer Vision,3.76,200,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.32,201,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.39,201,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.49,201,No,No,SPRING,2017
CS 5006,Algorithms,3.35,201,No,No,FALL,2017
CS 5007,Computer Systems,3.35,201,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.49,202,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.88,202,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.6,202,No,No,FALL,2017
CS 5006,Algorithms,3.38,202,No,No,FALL,2017
CS 5007,Computer Systems,3.59,202,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.43,203,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.68,203,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.57,203,No,No,FALL,2016
CS 5006,Algorithms,3.83,203,No,No,FALL,2016
CS 5007,Computer Systems,3.64,203,No,No,SPRING,2016
CS 7370,Seminar in Graphics/Image Processing,3.32,203,No,No,SPRING,2016
CS 7805,Theory of Computation,3.41,203,No,No,FALL,2016
CS 7990,Thesis,3.49,203,No,No,SPRING,2016
CS 5610,Web Development,3.51,203,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.63,204,No,No,FALL,2014
CS 5002,Discrete and Data Structures,3.29,204,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.54,204,No,No,SPRING,2014
CS 5006,Algorithms,3.74,204,No,No,SPRING,2014
CS 5007,Computer Systems,3.38,204,No,No,FALL,2014
CS 6535,Engineering Reliable Software,3.46,204,No,No,SPRING,2014
CS 5500,Managing Software Development,3.81,204,No,No,SPRING,2014
CS 5200,Database Management Systems,3.45,204,No,No,SPRING,2014
CS 7470,Seminar in Programming Languages,3.64,204,No,No,FALL,2014
CS 7180,Special Topics in Artificial Intelligence,3.77,204,No,No,FALL,2014
CS 8674,Master’s Project,3.43,204,No,No,FALL,2014
CS 5001,Intensive Foundations of CS,3.54,205,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.55,205,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.52,205,No,No,FALL,2017
CS 5006,Algorithms,3.38,205,No,No,SPRING,2017
CS 5007,Computer Systems,3.59,205,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.14,206,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.72,206,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.49,206,No,No,SPRING,2015
CS 5006,Algorithms,3.41,206,No,No,SPRING,2015
CS 5007,Computer Systems,3.32,206,No,No,FALL,2015
CS 7775,Seminar in Computer Security,3.5,206,No,No,SPRING,2015
CS 6650,Building Scalable Distributed Systems,3.48,206,No,No,SPRING,2015
CS 5770,Software Vulnerabilities and Security,3.5,206,No,No,SPRING,2015
CS 7380,Special Topics in Graphics/Image Processing,3.68,206,No,No,SPRING,2015
CS 5500,Managing Software Development,3.47,206,No,No,FALL,2015
CS 6140,Machine Learning,3.36,206,No,No,FALL,2015
CS 7370,Seminar in Graphics/Image Processing,3.68,206,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.47,207,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.36,207,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.54,207,No,No,FALL,2017
CS 5006,Algorithms,3.82,207,No,No,SPRING,2017
CS 5007,Computer Systems,3.59,207,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.54,208,No,No,SPRING,2014
CS 5002,Discrete and Data Structures,3.47,208,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.45,208,No,No,SPRING,2014
CS 5006,Algorithms,3.48,208,No,No,FALL,2014
CS 5007,Computer Systems,3.41,208,No,No,SPRING,2014
CS 6520,Methods of Software Development,3.42,208,No,No,SPRING,2014
CS 5100,Foundations of Artificial Intelligence,3.63,208,No,No,FALL,2014
CS 5750,Social Computing,3.41,208,No,No,SPRING,2014
CS 5310,Computer Graphics,3.27,208,No,No,SPRING,2014
CS 7870,Seminar in Theoretical Computer Science,3.59,208,No,No,FALL,2014
CS 6750,Cryptography and Communications Security,3.57,208,No,No,FALL,2014
CS 7670,Seminar in Computer Systems,3.49,208,No,No,FALL,2014
CS 5001,Intensive Foundations of CS,3.62,209,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.31,209,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.74,209,No,No,FALL,2016
CS 5006,Algorithms,3.25,209,No,No,SPRING,2016
CS 5007,Computer Systems,3.44,209,No,No,SPRING,2016
CS 5340,Computer/Human Interaction,3.64,209,No,No,FALL,2016
CS 5350,Applied Geometric Representation and Computation,3.51,209,No,No,FALL,2016
CS 7180,Special Topics in Artificial Intelligence,3.61,209,No,No,SPRING,2016
CS 6120,Natural Language Processing,3.59,209,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.67,210,No,No,FALL,2014
CS 5002,Discrete and Data Structures,3.27,210,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.53,210,No,No,FALL,2014
CS 5006,Algorithms,3.78,210,No,No,FALL,2014
CS 5007,Computer Systems,3.56,210,No,No,FALL,2014
CS 7575,Seminar in Software Engineering,3.5,210,No,No,SPRING,2014
CS 6200,Information Retrieval,3.45,210,No,No,FALL,2014
CS 5350,Applied Geometric Representation and Computation,3.23,210,No,No,FALL,2014
CS 5700,Fundamentals of Computer Networking,3.55,210,No,No,FALL,2014
CS 5520,Mobile Application Development,3.71,210,No,No,FALL,2014
CS 7140,Advanced Machine Learning,3.5,210,No,No,SPRING,2014
CS 5001,Intensive Foundations of CS,3.54,211,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.28,211,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.67,211,No,No,SPRING,2017
CS 5006,Algorithms,3.7,211,No,No,SPRING,2017
CS 5007,Computer Systems,3.52,211,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.57,212,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.46,212,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.37,212,No,No,SPRING,2015
CS 5006,Algorithms,3.4,212,No,No,SPRING,2015
CS 5007,Computer Systems,3.39,212,No,No,FALL,2015
CS 6535,Engineering Reliable Software,3.23,212,No,No,FALL,2015
CS 7140,Advanced Machine Learning,3.44,212,No,No,FALL,2015
CS 5650,High Performance Computing,3.64,212,No,No,SPRING,2015
CS 5200,Database Management Systems,3.48,212,No,No,FALL,2015
CS 7575,Seminar in Software Engineering,3.59,212,No,No,FALL,2015
CS 6650,Building Scalable Distributed Systems,3.57,212,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.51,213,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.58,213,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.29,213,No,No,SPRING,2017
CS 5006,Algorithms,3.44,213,No,No,SPRING,2017
CS 5007,Computer Systems,3.47,213,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.23,214,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.45,214,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.63,214,No,No,FALL,2017
CS 5006,Algorithms,3.5,214,No,No,SPRING,2017
CS 5007,Computer Systems,3.38,214,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.5,215,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.64,215,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.67,215,No,No,SPRING,2017
CS 5006,Algorithms,3.75,215,No,No,FALL,2017
CS 5007,Computer Systems,3.63,215,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.26,216,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.47,216,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.68,216,No,No,SPRING,2016
CS 5006,Algorithms,3.64,216,No,No,SPRING,2016
CS 5007,Computer Systems,3.35,216,No,No,FALL,2016
CS 6760,"Privacy, Security, and Usability",3.53,216,No,No,SPRING,2016
CS 6540,Foundations of Formal Methods and Software Analysis,3.53,216,No,No,SPRING,2016
CS 5310,Computer Graphics,3.22,216,No,No,SPRING,2016
CS 7880,Special Topics in Theories of Computer Science,3.17,216,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.66,217,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.46,217,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.79,217,No,No,FALL,2017
CS 5006,Algorithms,3.57,217,No,No,SPRING,2017
CS 5007,Computer Systems,3.47,217,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.58,218,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.38,218,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.58,218,No,No,SPRING,2017
CS 5006,Algorithms,3.48,218,No,No,FALL,2017
CS 5007,Computer Systems,3.47,218,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.72,219,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.38,219,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.64,219,No,No,SPRING,2016
CS 5006,Algorithms,3.42,219,No,No,SPRING,2016
CS 5007,Computer Systems,3.12,219,No,No,FALL,2016
CS 7280,Special Topics in Database Management,3.7,219,No,No,FALL,2016
CS 6110,Knowledge-Based Systems,3.53,219,No,No,SPRING,2016
CS 6535,Engineering Reliable Software,3.51,219,No,No,SPRING,2016
CS 5100,Foundations of Artificial Intelligence,3.45,219,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.29,220,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.56,220,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.65,220,No,No,FALL,2017
CS 5006,Algorithms,3.51,220,No,No,SPRING,2017
CS 5007,Computer Systems,3.5,220,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.52,221,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.08,221,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.57,221,No,No,SPRING,2016
CS 5006,Algorithms,3.23,221,No,No,FALL,2016
CS 5007,Computer Systems,3.45,221,No,No,SPRING,2016
CS 6710,Wireless Network,3.65,221,No,No,SPRING,2016
CS 7480,Special Topics in Programming Language,3.34,221,No,No,SPRING,2016
CS 6530,Analysis of Software Artifacts,3.52,221,No,No,SPRING,2016
CS 6535,Engineering Reliable Software,3.46,221,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.39,222,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.61,222,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.8,222,No,No,FALL,2017
CS 5006,Algorithms,3.62,222,No,No,FALL,2017
CS 5007,Computer Systems,3.51,222,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.46,223,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.64,223,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.43,223,No,No,SPRING,2015
CS 5006,Algorithms,3.52,223,No,No,SPRING,2015
CS 5007,Computer Systems,3.23,223,No,No,SPRING,2015
CS 7770,Seminar in Computer Networks,3.62,223,No,No,SPRING,2015
CS 7570,Seminar in Software Development,3.58,223,No,No,SPRING,2015
CS 6800,Application of Information Theory,3.27,223,No,No,SPRING,2015
CS 6140,Machine Learning,3.45,223,No,No,FALL,2015
CS 6220,Data Mining Techniques,3.63,223,No,No,FALL,2015
CS 7280,Special Topics in Database Management,3.43,223,No,No,SPRING,2015
CS 7670,Seminar in Computer Systems,3.38,223,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.39,224,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.38,224,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.69,224,No,No,SPRING,2017
CS 5006,Algorithms,3.44,224,No,No,FALL,2017
CS 5007,Computer Systems,3.57,224,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.47,225,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.34,225,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.62,225,No,No,FALL,2017
CS 5006,Algorithms,3.55,225,No,No,SPRING,2017
CS 5007,Computer Systems,3.39,225,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.37,226,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.43,226,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.37,226,No,No,FALL,2015
CS 5006,Algorithms,3.65,226,No,No,SPRING,2015
CS 5007,Computer Systems,3.34,226,No,No,FALL,2015
CS 6710,Wireless Network,3.77,226,No,No,SPRING,2015
CS 5800,Algorithms,3.3,226,No,No,FALL,2015
CS 6412,Semantics of Programming Language,3.49,226,No,No,SPRING,2015
CS 5750,Social Computing,3.59,226,No,No,FALL,2015
CS 7270,Seminar in Database Systems,3.4,226,No,No,FALL,2015
CS 6515,Software Development,3.22,226,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.67,227,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.53,227,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.54,227,No,No,FALL,2015
CS 5006,Algorithms,3.45,227,No,No,FALL,2015
CS 5007,Computer Systems,3.26,227,No,No,SPRING,2015
CS 6140,Machine Learning,3.5,227,No,No,SPRING,2015
CS 5320,Digital Image Processing,3.45,227,No,No,FALL,2015
CS 6510,Advanced Software Development,3.47,227,No,No,SPRING,2015
CS 7270,Seminar in Database Systems,3.56,227,No,No,FALL,2015
CS 6110,Knowledge-Based Systems,3.71,227,No,No,FALL,2015
CS 7575,Seminar in Software Engineering,3.49,227,No,No,SPRING,2015
CS 6520,Methods of Software Development,3.65,227,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.67,228,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.35,228,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.71,228,No,No,FALL,2017
CS 5006,Algorithms,3.32,228,No,No,SPRING,2017
CS 5007,Computer Systems,3.59,228,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.32,229,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.42,229,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.4,229,No,No,SPRING,2015
CS 5006,Algorithms,3.48,229,No,No,FALL,2015
CS 5007,Computer Systems,3.41,229,No,No,SPRING,2015
CS 5310,Computer Graphics,3.6,229,No,No,FALL,2015
CS 5330,Pattern Recognition and Computer Vision,3.43,229,No,No,SPRING,2015
CS 6310,Computational Imaging,3.38,229,No,No,FALL,2015
CS 7575,Seminar in Software Engineering,3.14,229,No,No,FALL,2015
CS 6220,Data Mining Techniques,3.69,229,No,No,FALL,2015
CS 7580,Special Topics in Software Engineering,3.58,229,No,No,SPRING,2015
CS 6110,Knowledge-Based Systems,3.4,229,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.54,230,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.65,230,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.36,230,No,No,FALL,2017
CS 5006,Algorithms,3.54,230,No,No,FALL,2017
CS 5007,Computer Systems,3.49,230,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.45,231,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.5,231,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.41,231,No,No,FALL,2016
CS 5006,Algorithms,3.48,231,No,No,SPRING,2016
CS 5007,Computer Systems,3.48,231,No,No,FALL,2016
CS 6240,Large-Scale Parallel Data Processing,3.47,231,No,No,FALL,2016
CS 6750,Cryptography and Communications Security,3.61,231,No,No,FALL,2016
CS 5600,Computer Systems,3.85,231,No,No,FALL,2016
CS 5610,Web Development,3.34,231,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.49,232,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.75,232,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.42,232,No,No,SPRING,2017
CS 5006,Algorithms,3.72,232,No,No,SPRING,2017
CS 5007,Computer Systems,3.54,232,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.39,233,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.41,233,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.67,233,No,No,FALL,2017
CS 5006,Algorithms,3.59,233,No,No,SPRING,2017
CS 5007,Computer Systems,3.33,233,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.61,234,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.82,234,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.23,234,No,No,FALL,2016
CS 5006,Algorithms,3.32,234,No,No,FALL,2016
CS 5007,Computer Systems,3.66,234,No,No,SPRING,2016
CS 7570,Seminar in Software Development,3.32,234,No,No,FALL,2016
CS 5500,Managing Software Development,3.48,234,No,No,FALL,2016
CS 7880,Special Topics in Theories of Computer Science,3.58,234,No,No,SPRING,2016
CS 6650,Building Scalable Distributed Systems,3.62,234,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.57,235,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.57,235,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.31,235,No,No,SPRING,2017
CS 5006,Algorithms,3.65,235,No,No,SPRING,2017
CS 5007,Computer Systems,3.49,235,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.6,236,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.5,236,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.16,236,No,No,FALL,2017
CS 5006,Algorithms,3.67,236,No,No,FALL,2017
CS 5007,Computer Systems,3.56,236,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.58,237,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.61,237,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.46,237,No,No,SPRING,2017
CS 5006,Algorithms,3.67,237,No,No,FALL,2017
CS 5007,Computer Systems,3.57,237,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.43,238,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.5,238,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.85,238,No,No,FALL,2016
CS 5006,Algorithms,3.54,238,No,No,FALL,2016
CS 5007,Computer Systems,3.65,238,No,No,FALL,2016
CS 5330,Pattern Recognition and Computer Vision,3.24,238,No,No,FALL,2016
CS 5340,Computer/Human Interaction,3.49,238,No,No,SPRING,2016
CS 5620,Computer Architecture,3.55,238,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.53,239,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.56,239,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.54,239,No,No,FALL,2015
CS 5006,Algorithms,3.23,239,No,No,FALL,2015
CS 5007,Computer Systems,3.57,239,No,No,SPRING,2015
CS 7380,Special Topics in Graphics/Image Processing,3.36,239,No,No,FALL,2015
CS 7170,Seminar in Artificial Intelligence,3.44,239,No,No,FALL,2015
CS 6750,Cryptography and Communications Security,3.25,239,No,No,FALL,2015
CS 7780,Special Topics in Networks,3.57,239,No,No,SPRING,2015
CS 5335,Robotic Science and Systems,3.59,239,No,No,SPRING,2015
CS 5650,High Performance Computing,3.45,239,No,No,SPRING,2015
CS 5620,Computer Architecture,3.67,239,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.8,240,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.5,240,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.56,240,No,No,FALL,2017
CS 5006,Algorithms,3.45,240,No,No,SPRING,2017
CS 5007,Computer Systems,3.44,240,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.47,241,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.48,241,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.61,241,No,No,SPRING,2016
CS 5006,Algorithms,3.9,241,No,No,FALL,2016
CS 5007,Computer Systems,3.47,241,No,No,SPRING,2016
CS 7480,Special Topics in Programming Language,3.31,241,No,No,SPRING,2016
CS 5150,Game Artificial Intelligence,3.47,241,No,No,SPRING,2016
CS 7775,Seminar in Computer Security,3.39,241,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.46,242,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.92,242,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.46,242,No,No,SPRING,2016
CS 5006,Algorithms,3.49,242,No,No,SPRING,2016
CS 5007,Computer Systems,3.66,242,No,No,SPRING,2016
CS 7170,Seminar in Artificial Intelligence,3.56,242,No,No,SPRING,2016
CS 6540,Foundations of Formal Methods and Software Analysis,3.65,242,No,No,SPRING,2016
CS 5750,Social Computing,3.44,242,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.45,243,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.42,243,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.27,243,No,No,SPRING,2017
CS 5006,Algorithms,3.62,243,No,No,SPRING,2017
CS 5007,Computer Systems,3.63,243,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.61,244,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.51,244,No,No,SPRING,2016
